Name,CITIES API
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,San Lorenzo,California,1,0,0.01
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,San Mateo,California,19,0,0.11
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,San Pablo,California,1,0,0.01
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,San Rafael,California,47,1,0.22
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,San Ramon,California,4,0,0.01
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,Santa Clara,California,23,0,0.11
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,Santa Rosa,California,4,0,0.01
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,Saratoga,California,3,0,0.02
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,Sausalito,California,2,0,0.01
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,South San Francisco,California,1,0,0.00
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,Stanford,California,9,0,0.03
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,Sunnyvale,California,33,0,0.18
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,Union City,California,2,0,0.02
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,Vallejo,California,3,0,0.01
Jacob Capital,2012-09-09,Display Network,United States,SKSPGDN001,Walnut Creek,California,65,0,0.29
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Albany,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Atherton,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Belmont,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Berkeley,California,4,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Campbell,California,6,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Cupertino,California,11,0,0.03
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Daly City,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Dublin,California,2,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Fremont,California,11,0,0.03
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Half Moon Bay,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Hayward,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Los Altos,California,3,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Los Gatos,California,3,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Menlo Park,California,9,0,0.03
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Milpitas,California,6,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Mountain View,California,28,0,0.07
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Napa,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Newark,California,2,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Oakland,California,6,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Palo Alto,California,20,0,0.06
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Pleasanton,California,4,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Redwood City,California,10,0,0.03
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Rohnert Park,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,San Anselmo,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,San Bruno,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,San Carlos,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,San Francisco,California,33,0,0.09
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,San Jose,California,78,0,0.21
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,San Mateo,California,6,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,San Ramon,California,2,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Santa Clara,California,47,0,0.14
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Santa Rosa,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Saratoga,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Sonoma,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,South San Francisco,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Stanford,California,3,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Sunnyvale,California,64,0,0.17
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Union City,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,CTVN01_RTG,Walnut Creek,California,2,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Unspecified City,California,7,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Alameda,California,10,0,0.06
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Alamo,California,1,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Albany,California,7,0,0.03
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Antioch,California,6,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Atherton,California,1,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Belmont,California,11,0,0.07
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Benicia,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Berkeley,California,24,0,0.11
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Brentwood,California,8,0,0.03
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Brisbane,California,2,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Burlingame,California,8,0,0.05
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Campbell,California,2,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Castro Valley,California,1,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Concord,California,30,0,0.17
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Corte Madera,California,4,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Cupertino,California,11,0,0.04
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Daly City,California,3,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Danville,California,5,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Dublin,California,6,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Emeryville,California,4,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Fairfax,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Fremont,California,14,0,0.07
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Gilroy,California,1,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Half Moon Bay,California,2,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Hayward,California,7,0,0.03
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Healdsburg,California,1,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Hercules,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Kentfield,California,6,0,0.03
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Lafayette,California,8,0,0.03
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Larkspur,California,6,0,0.03
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Livermore,California,3,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Los Altos,California,10,0,0.05
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Los Gatos,California,5,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Marshall,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Martinez,California,2,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Menlo Park,California,57,0,0.25
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Mill Valley,California,28,0,0.12
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Milpitas,California,5,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Moraga,California,4,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Morgan Hill,California,2,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Mountain View,California,50,0,0.25
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Napa,California,2,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Newark,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Novato,California,8,0,0.04
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Oakland,California,42,0,0.18
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Oakley,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Orinda,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Palo Alto,California,142,0,0.69
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Pittsburg,California,3,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Pleasant Hill,California,7,0,0.03
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Pleasanton,California,8,0,0.03
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Portola Valley,California,2,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Redwood City,California,21,0,0.11
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Richmond,California,2,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Rohnert Park,California,2,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Ross,California,2,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,San Anselmo,California,3,0,0.02
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,San Bruno,California,1,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,San Carlos,California,11,0,0.05
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,San Francisco,California,213,1,1.02
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,San Jose,California,75,0,0.33
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,San Leandro,California,1,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,San Lorenzo,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,San Martin,California,1,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,San Mateo,California,30,0,0.16
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,San Rafael,California,48,0,0.25
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,San Ramon,California,9,0,0.05
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Santa Clara,California,27,0,0.13
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Santa Rosa,California,8,0,0.03
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Saratoga,California,1,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Sausalito,California,2,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Sonoma,California,1,0,0.00
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,South San Francisco,California,9,0,0.04
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Stanford,California,17,0,0.08
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Sunnyvale,California,52,0,0.26
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Union City,California,2,0,0.01
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Vallejo,California,6,0,0.03
Jacob Capital,2012-09-10,Display Network,United States,SKSPGDN001,Walnut Creek,California,68,0,0.29
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Alameda,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Belmont,California,2,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Berkeley,California,5,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Burlingame,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Campbell,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Cupertino,California,12,0,0.04
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Daly City,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Dublin,California,2,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Fremont,California,21,0,0.07
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Hayward,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Livermore,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Los Altos,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Los Gatos,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Menlo Park,California,5,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Millbrae,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Milpitas,California,5,0,0.02
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Morgan Hill,California,2,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Mountain View,California,33,1,0.10
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Oakland,California,3,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Palo Alto,California,20,0,0.06
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Petaluma,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Pleasant Hill,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Pleasanton,California,3,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Redwood City,California,14,0,0.04
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,San Anselmo,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,San Carlos,California,3,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,San Francisco,California,28,0,0.07
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,San Jose,California,61,0,0.18
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,San Leandro,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,San Mateo,California,2,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,San Ramon,California,3,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Santa Clara,California,36,0,0.10
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Saratoga,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Sonoma,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,South San Francisco,California,2,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Stanford,California,4,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Sunnyvale,California,66,1,0.18
Jacob Capital,2012-09-11,Display Network,United States,CTVN01_RTG,Walnut Creek,California,2,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Unspecified City,California,7,0,0.02
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Alameda,California,6,0,0.03
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Alamo,California,2,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Albany,California,2,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Antioch,California,6,0,0.03
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Belmont,California,13,0,0.06
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Benicia,California,3,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Berkeley,California,27,1,0.14
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Brentwood,California,3,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Brisbane,California,4,0,0.03
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Burlingame,California,2,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Campbell,California,4,0,0.02
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Clayton,California,1,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Concord,California,17,0,0.08
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Corte Madera,California,7,0,0.04
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Cupertino,California,8,0,0.03
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Daly City,California,3,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Danville,California,8,0,0.04
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Dublin,California,2,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,El Cerrito,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Emeryville,California,5,0,0.02
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Fremont,California,22,0,0.13
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Gilroy,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Half Moon Bay,California,2,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Hayward,California,6,0,0.05
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Healdsburg,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Hercules,California,1,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Kentfield,California,8,0,0.04
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Lafayette,California,8,0,0.05
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Larkspur,California,3,0,0.02
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Livermore,California,6,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Los Altos,California,6,0,0.03
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Los Gatos,California,9,1,0.05
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Martinez,California,2,0,0.02
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Menlo Park,California,46,0,0.21
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Mill Valley,California,27,0,0.13
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Milpitas,California,4,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Moraga,California,6,1,0.02
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Morgan Hill,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Mountain View,California,44,0,0.20
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Napa,California,1,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Newark,California,3,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Novato,California,6,0,0.03
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Oakland,California,42,0,0.22
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Orinda,California,2,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Pacifica,California,2,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Palo Alto,California,128,1,0.59
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Petaluma,California,1,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Piedmont,California,2,0,0.00
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Pittsburg,California,4,0,0.02
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Pleasant Hill,California,11,0,0.06
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Pleasanton,California,12,0,0.05
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Portola Valley,California,1,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Redwood City,California,24,0,0.11
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Richmond,California,3,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Rohnert Park,California,1,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Ross,California,4,0,0.02
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,San Anselmo,California,3,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,San Carlos,California,15,0,0.06
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,San Francisco,California,222,1,1.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,San Jose,California,91,0,0.43
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,San Leandro,California,5,0,0.04
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,San Lorenzo,California,3,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,San Mateo,California,35,1,0.18
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,San Pablo,California,1,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,San Rafael,California,49,0,0.23
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,San Ramon,California,11,0,0.05
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Santa Clara,California,15,0,0.09
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Santa Rosa,California,8,0,0.05
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Saratoga,California,2,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Sonoma,California,2,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,South San Francisco,California,3,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Stanford,California,16,0,0.10
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Sunnyvale,California,42,0,0.22
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Union City,California,1,0,0.01
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Vallejo,California,4,0,0.02
Jacob Capital,2012-09-11,Display Network,United States,SKSPGDN001,Walnut Creek,California,67,0,0.32
Total, --, --, --, --, --, --,25722,24,56.00
